Num,MSE
1093,0.185924
1094,0.185759
1095,0.185594
1096,0.185430
1097,0.185265
1098,0.185101
1099,0.184938
1100,0.184774
1101,0.184611
1102,0.184448
1103,0.184285
1104,0.184123
1105,0.183961
1106,0.183799
1107,0.183637
1108,0.183476
1109,0.183315
1110,0.183154
1111,0.182994
1112,0.182833
1113,0.182673
1114,0.182514
1115,0.182354
1116,0.182195
1117,0.182036
1118,0.181877
1119,0.181719
1120,0.181561
1121,0.181403
1122,0.181245
1123,0.181088
1124,0.180931
1125,0.180774
1126,0.180618
1127,0.180461
1128,0.180305
1129,0.180149
1130,0.179994
1131,0.179839
1132,0.179684
1133,0.179529
1134,0.179374
1135,0.179220
1136,0.179066
1137,0.178912
1138,0.178759
1139,0.178606
1140,0.178453
1141,0.178300
1142,0.178147
1143,0.177995
1144,0.177843
1145,0.177691
1146,0.177540
1147,0.177389
1148,0.177238
1149,0.177087
1150,0.176937
1151,0.176786
1152,0.176636
1153,0.176487
1154,0.176337
1155,0.176188
1156,0.176039
1157,0.175890
1158,0.175741
1159,0.175593
1160,0.175445
1161,0.175297
1162,0.175150
1163,0.175002
1164,0.174855
1165,0.174708
1166,0.174562
1167,0.174415
1168,0.174269
1169,0.174123
1170,0.173978
1171,0.173832
1172,0.173687
1173,0.173542
1174,0.173397
1175,0.173253
1176,0.173109
1177,0.172965
1178,0.172821
1179,0.172677
1180,0.172534
1181,0.172391
1182,0.172248
1183,0.172105
1184,0.171963
1185,0.171821
1186,0.171679
1187,0.171537
1188,0.171395
1189,0.171254
1190,0.171113
1191,0.170972
1192,0.170832
1193,0.170691
1194,0.170551
1195,0.170411
1196,0.170272
1197,0.170132
1198,0.169993
1199,0.169854
1200,0.169715
1201,0.169576
1202,0.169438
1203,0.169300
1204,0.169162
1205,0.169024
1206,0.168887
1207,0.168749
1208,0.168612
1209,0.168475
1210,0.168339
1211,0.168202
1212,0.168066
1213,0.167930
1214,0.167794
1215,0.167659
1216,0.167524
1217,0.167388
1218,0.167254
1219,0.167119
1220,0.166984
1221,0.166850
1222,0.166716
1223,0.166582
1224,0.166449
1225,0.166315
1226,0.166182
1227,0.166049
1228,0.165916
1229,0.165783
1230,0.165651
1231,0.165519
1232,0.165387
1233,0.165255
1234,0.165124
1235,0.164992
1236,0.164861
1237,0.164730
1238,0.164599
1239,0.164469
1240,0.164338
1241,0.164208
1242,0.164078
1243,0.163949
1244,0.163819
1245,0.163690
1246,0.163561
1247,0.163432
1248,0.163303
1249,0.163174
1250,0.163046
1251,0.162918
1252,0.162790
1253,0.162662
1254,0.162535
1255,0.162407
1256,0.162280
1257,0.162153
1258,0.162026
1259,0.161900
1260,0.161773
1261,0.161647
1262,0.161521
1263,0.161395
1264,0.161270
1265,0.161144
1266,0.161019
1267,0.160894
1268,0.160769
1269,0.160645
1270,0.160520
1271,0.160396
1272,0.160272
1273,0.160148
1274,0.160024
1275,0.159901
1276,0.159777
1277,0.159654
1278,0.159531
1279,0.159408
1280,0.159286
1281,0.159163
1282,0.159041
1283,0.158919
1284,0.158797
1285,0.158676
1286,0.158554
1287,0.158433
1288,0.158312
1289,0.158191
1290,0.158070
1291,0.157949
1292,0.157829
1293,0.157709
1294,0.157589
1295,0.157469
1296,0.157349
1297,0.157230
1298,0.157110
1299,0.156991
1300,0.156872
1301,0.156754
1302,0.156635
1303,0.156516
1304,0.156398
1305,0.156280
1306,0.156162
1307,0.156045
1308,0.155927
1309,0.155810
1310,0.155692
1311,0.155575
1312,0.155459
1313,0.155342
1314,0.155225
1315,0.155109
1316,0.154993
1317,0.154877
1318,0.154761
1319,0.154645
1320,0.154530
1321,0.154415
1322,0.154299
1323,0.154184
1324,0.154070
1325,0.153955
1326,0.153841
1327,0.153726
1328,0.153612
1329,0.153498
1330,0.153384
1331,0.153271
1332,0.153157
1333,0.153044
1334,0.152931
1335,0.152818
1336,0.152705
1337,0.152592
1338,0.152480
1339,0.152368
1340,0.152256
1341,0.152144
1342,0.152032
1343,0.151920
1344,0.151809
1345,0.151697
1346,0.151586
1347,0.151475
1348,0.151364
1349,0.151254
1350,0.151143
1351,0.151033
1352,0.150922
1353,0.150812
1354,0.150702
1355,0.150593
1356,0.150483
1357,0.150374
1358,0.150264
1359,0.150155
1360,0.150046
1361,0.149938
1362,0.149829
1363,0.149720
1364,0.149612
1365,0.149504
1366,0.149396
1367,0.149288
1368,0.149180
1369,0.149073
1370,0.148965
1371,0.148858
1372,0.148751
1373,0.148644
1374,0.148537
1375,0.148431
1376,0.148324
1377,0.148218
1378,0.148112
1379,0.148006
1380,0.147900
1381,0.147794
1382,0.147688
1383,0.147583
1384,0.147478
1385,0.147373
1386,0.147268
1387,0.147163
1388,0.147058
1389,0.146954
1390,0.146849
1391,0.146745
1392,0.146641
1393,0.146537
1394,0.146433
1395,0.146329
1396,0.146226
1397,0.146122
1398,0.146019
1399,0.145916
1400,0.145813
1401,0.145710
1402,0.145608
1403,0.145505
1404,0.145403
1405,0.145301
1406,0.145199
1407,0.145097
1408,0.144995
1409,0.144893
1410,0.144792
1411,0.144690
1412,0.144589
1413,0.144488
1414,0.144387
1415,0.144286
1416,0.144185
1417,0.144085
1418,0.143984
1419,0.143884
1420,0.143784
1421,0.143684
1422,0.143584
1423,0.143485
1424,0.143385
1425,0.143286
1426,0.143186
1427,0.143087
1428,0.142988
1429,0.142889
1430,0.142790
1431,0.142692
1432,0.142593
1433,0.142495
1434,0.142397
1435,0.142299
1436,0.142201
1437,0.142103
1438,0.142005
1439,0.141908
1440,0.141810
1441,0.141713
1442,0.141616
1443,0.141519
1444,0.141422
1445,0.141325
1446,0.141229
1447,0.141132
1448,0.141036
1449,0.140939
1450,0.140843
1451,0.140747
1452,0.140652
1453,0.140556
1454,0.140460
1455,0.140365
1456,0.140270
1457,0.140174
1458,0.140079
1459,0.139984
1460,0.139890
1461,0.139795
1462,0.139700
1463,0.139606
1464,0.139512
1465,0.139417
1466,0.139323
1467,0.139229
1468,0.139136
1469,0.139042
1470,0.138948
1471,0.138855
1472,0.138762
1473,0.138668
1474,0.138575
1475,0.138482
1476,0.138390
1477,0.138297
1478,0.138204
1479,0.138112
1480,0.138020
1481,0.137928
1482,0.137835
1483,0.137744
1484,0.137652
1485,0.137560
1486,0.137468
1487,0.137377
1488,0.137286
1489,0.137194
1490,0.137103
1491,0.137012
1492,0.136921
1493,0.136831
1494,0.136740
1495,0.136650
1496,0.136559
1497,0.136469
1498,0.136379
1499,0.136289
1500,0.136199
1501,0.136109
1502,0.136019
1503,0.135930
1504,0.135840
1505,0.135751
1506,0.135662
1507,0.135573
1508,0.135484
1509,0.135395
1510,0.135306
1511,0.135218
1512,0.135129
1513,0.135041
1514,0.134953
1515,0.134864
1516,0.134776
1517,0.134688
1518,0.134601
1519,0.134513
1520,0.134425
1521,0.134338
1522,0.134250
1523,0.134163
1524,0.134076
1525,0.133989
1526,0.133902
1527,0.133815
1528,0.133729
1529,0.133642
1530,0.133556
1531,0.133469
1532,0.133383
1533,0.133297
1534,0.133211
1535,0.133125
1536,0.133039
1537,0.132953
1538,0.132868
1539,0.132782
1540,0.132697
1541,0.132612
1542,0.132527
1543,0.132442
1544,0.132357
1545,0.132272
1546,0.132187
1547,0.132103
1548,0.132018
1549,0.131934
1550,0.131849
1551,0.131765
1552,0.131681
1553,0.131597
1554,0.131513
1555,0.131430
1556,0.131346
1557,0.131262
1558,0.131179
1559,0.131096
1560,0.131012
1561,0.130929
1562,0.130846
1563,0.130763
1564,0.130681
1565,0.130598
1566,0.130515
1567,0.130433
1568,0.130350
1569,0.130268
1570,0.130186
1571,0.130104
1572,0.130022
1573,0.129940
1574,0.129858
1575,0.129777
1576,0.129695
1577,0.129614
1578,0.129532
1579,0.129451
1580,0.129370
1581,0.129289
1582,0.129208
1583,0.129127
1584,0.129046
1585,0.128966
1586,0.128885
1587,0.128805
1588,0.128724
1589,0.128644
1590,0.128564
1591,0.128484
1592,0.128404
1593,0.128324
1594,0.128244
1595,0.128165
1596,0.128085
1597,0.128006
1598,0.127926
1599,0.127847
1600,0.127768
1601,0.127689
1602,0.127610
1603,0.127531
1604,0.127452
1605,0.127373
1606,0.127295
1607,0.127216
1608,0.127138
1609,0.127060
1610,0.126981
1611,0.126903
1612,0.126825
1613,0.126747
1614,0.126670
1615,0.126592
1616,0.126514
1617,0.126437
1618,0.126359
1619,0.126282
1620,0.126205
1621,0.126128
1622,0.126051
1623,0.125974
1624,0.125897
1625,0.125820
1626,0.125743
1627,0.125667
1628,0.125590
1629,0.125514
1630,0.125438
1631,0.125361
1632,0.125285
1633,0.125209
1634,0.125133
1635,0.125057
1636,0.124982
1637,0.124906
1638,0.124830
1639,0.124755
1640,0.124679
1641,0.124604
1642,0.124529
1643,0.124454
1644,0.124379
1645,0.124304
1646,0.124229
1647,0.124154
1648,0.124080
1649,0.124005
1650,0.123930
1651,0.123856
1652,0.123782
1653,0.123707
1654,0.123633
1655,0.123559
1656,0.123485
1657,0.123411
1658,0.123338
1659,0.123264
1660,0.123190
1661,0.123117
1662,0.123043
1663,0.122970
1664,0.122897
1665,0.122824
1666,0.122751
1667,0.122678
1668,0.122605
1669,0.122532
1670,0.122459
1671,0.122386
1672,0.122314
1673,0.122241
1674,0.122169
1675,0.122097
1676,0.122024
1677,0.121952
1678,0.121880
1679,0.121808
1680,0.121736
1681,0.121665
1682,0.121593
1683,0.121521
1684,0.121450
1685,0.121378
1686,0.121307
1687,0.121236
1688,0.121164
1689,0.121093
1690,0.121022
1691,0.120951
1692,0.120880
1693,0.120810
1694,0.120739
1695,0.120668
1696,0.120598
1697,0.120527
1698,0.120457
1699,0.120386
1700,0.120316
1701,0.120246
1702,0.120176
1703,0.120106
1704,0.120036
1705,0.119966
1706,0.119897
1707,0.119827
1708,0.119757
1709,0.119688
1710,0.119618
1711,0.119549
1712,0.119480
1713,0.119411
1714,0.119342
1715,0.119272
1716,0.119204
1717,0.119135
1718,0.119066
1719,0.118997
1720,0.118929
1721,0.118860
1722,0.118792
1723,0.118723
1724,0.118655
1725,0.118587
1726,0.118519
1727,0.118450
1728,0.118382
1729,0.118315
1730,0.118247
1731,0.118179
1732,0.118111
1733,0.118044
1734,0.117976
1735,0.117909
1736,0.117841
1737,0.117774
1738,0.117707
1739,0.117640
1740,0.117573
1741,0.117506
1742,0.117439
1743,0.117372
1744,0.117305
1745,0.117238
1746,0.117172
1747,0.117105
1748,0.117039
1749,0.116972
1750,0.116906
1751,0.116840
1752,0.116774
1753,0.116708
1754,0.116642
1755,0.116576
1756,0.116510
1757,0.116444
1758,0.116378
1759,0.116313
1760,0.116247
1761,0.116182
1762,0.116116
1763,0.116051
1764,0.115986
1765,0.115920
1766,0.115855
1767,0.115790
1768,0.115725
1769,0.115660
1770,0.115596
1771,0.115531
1772,0.115466
1773,0.115401
1774,0.115337
1775,0.115272
1776,0.115208
1777,0.115144
1778,0.115079
1779,0.115015
1780,0.114951
1781,0.114887
1782,0.114823
1783,0.114759
1784,0.114695
1785,0.114632
1786,0.114568
1787,0.114504
1788,0.114441
1789,0.114377
1790,0.114314
1791,0.114251
1792,0.114187
1793,0.114124
1794,0.114061
1795,0.113998
1796,0.113935
1797,0.113872
1798,0.113809
1799,0.113746
1800,0.113684
1801,0.113621
1802,0.113558
1803,0.113496
1804,0.113433
1805,0.113371
1806,0.113309
1807,0.113247
1808,0.113184
1809,0.113122
1810,0.113060
1811,0.112998
1812,0.112936
1813,0.112875
1814,0.112813
1815,0.112751
1816,0.112690
1817,0.112628
1818,0.112566
1819,0.112505
1820,0.112444
1821,0.112382
1822,0.112321
1823,0.112260
1824,0.112199
1825,0.112138
1826,0.112077
1827,0.112016
1828,0.111955
1829,0.111895
1830,0.111834
1831,0.111773
1832,0.111713
1833,0.111652
1834,0.111592
1835,0.111531
1836,0.111471
1837,0.111411
1838,0.111351
1839,0.111291
1840,0.111231
1841,0.111171
1842,0.111111
1843,0.111051
1844,0.110991
1845,0.110931
1846,0.110872
1847,0.110812
1848,0.110753
1849,0.110693
1850,0.110634
1851,0.110574
1852,0.110515
1853,0.110456
1854,0.110397
1855,0.110338
1856,0.110279
1857,0.110220
1858,0.110161
1859,0.110102
1860,0.110043
1861,0.109985
1862,0.109926
1863,0.109867
1864,0.109809
1865,0.109750
1866,0.109692
1867,0.109634
1868,0.109575
1869,0.109517
1870,0.109459
